6/15/2022 "Foster and Freeman Usa, Inc." economy
6/15/2022 "Paint Striping Replacement Parts Contract - EXC 22-111 Request for Award (Ordinance S-48762)" government
6/15/2022 "Custodial Services (Library Department) - IFB 19-076 - Amendment (Ordinance S-48761)" law
6/15/2022 "Authorization to Adopt Proposed Update to Pension Funding Policies (Ordinance S-48759)" welfare
6/15/2022 "Automated Fingerprint Identification System - State of Arizona ADSPO 13-038750 - Amendment (Ordinance S-48758)" infrastructure
6/15/2022 "Request to Apply For and Accept Quality Improvement Funding in Support of the Head Start Program and Enter Related Contracts (Ordinance S-48757)" welfare
6/15/2022 "Traffic Signal Estimating Program Contract - Request for Award (Ordinance S-48756)" infrastructure
6/15/2022 "Intelligent Transportation System Devices and Communication Equipment - Maricopa County Department of Transportation Cooperative Contract - Amendment (Ordinance S-48755)" infrastructure
6/15/2022 "Client Application Portal Use Contract - Amendment (Ordinance S-48754)" economy
6/15/2022 "Uninterruptible Power Supply Equipment, Service, & Maintenance - IFB 17 -171 - Amendment (Ordinance S-48753)" infrastructure
6/15/2022 "Request to Enter Into Contract with Arizona Career Pathways for American Rescue Plan Act (ARPA) Workforce Program (Ordinance S-48752)" welfare
6/15/2022 "Electronic Resources and Multimedia Downloads - 171101-S - Amendment (Ordinance S-48751)" infrastructure
6/15/2022 "Central Arizona Water Conservation District CAGRD doing business as Central Arizona Project" infrastructure
6/15/2022 "State of Arizona doing business as Arizona Department of Water Resources - Annual Water Withdrawal and Use Permit" infrastructure
6/15/2022 "Salt River Valley Water Users' Association - Resale" infrastructure
6/15/2022 "Salt River Project Agricultural Improvement and Power District doing business as SRP CAP Interconnect" infrastructure
6/15/2022 "Salt River Valley Water Users' Association - Water Transportation Agreement" infrastructure
6/15/2022 "Salt River Valley Water Users' Association Peninsula Horowitz" infrastructure
6/15/2022 "Foreign Language Interpretation and Translation Services - COOP 21-029 - Amendment (Ordinance S-48749)" "foreign policy"
6/15/2022 "Roosevelt Irrigation District" infrastructure
6/15/2022 "Knox Locks Contract - EXC 22-040 Request for Award (Ordinance S-48748)" economy
6/15/2022 "Salt River Project Agricultural Improvement and Power District doing business as SRP" welfare
6/15/2022 "Acceptance and Dedication of Easements and Deeds for Sidewalk, Public Utility, and Roadway Purposes (Ordinance S-48747)" infrastructure
6/15/2022 "Acceptance of an Easement for Water Purposes (Ordinance S-48746)" infrastructure
6/15/2022 "Salt River Project Land Use License for Private Commercial Development - 2204 W. Fillmore St. (Ordinance S-48745)" infrastructure
6/15/2022 "Authorization to Grant an Easement to Arizona Public Service Company Across City-owned Property Along 1st Avenue, North of W. Sherman Street (Ordinance S-48744)" infrastructure
6/15/2022 "43rd Avenue Traffic Signal Upgrades - Design-Bid-Build Services - ST89340579 (Ordinance S-48743)" infrastructure
6/15/2022 "Van Buren Relief Sewer: 48th Street to Loop 202 - Design-Bid-Build Services - WS90500305 (Ordinance S-48742)" welfare
6/15/2022 "City of Goodyear - Annual Water Utility Payment" infrastructure
6/15/2022 "Electronic Document Management System Software and Maintenance Contract - EXC 20-040- Amendment (Ordinance S-48741)" government
6/15/2022 "3M Equipment, Maintenance and Support - Requirements Contract MCC 16015-CI (C) (Ordinance S-48740)" "foreign policy"
6/15/2022 "Public Hearing - Certificate of Appropriateness - Appeal of Historic Preservation Commission's Decision on Certificate of Appropriateness Application HPCA 2100572 - 89 W. Lewis Ave. in the Willo Historic District" welfare
6/15/2022 "Americans with Disabilities Act Facilities Assessments - Amendment (Ordinance S-48739)" welfare
6/15/2022 "Chlorine Actuator Inspections Contract - Request for Award - RFA 2122-WPP-368 (Ordinance S-48738)" welfare
6/15/2022 "Authorization to Apply for and Accept Transportation Funding for Design Assistance Grants through Maricopa Association of Governments (Ordinance S-48737)" welfare
6/15/2022 "Traffic Signal Shop Elevator Modernization - Design-Bid-Build Services - ST85100434 (Ordinance S-48736)" infrastructure
6/15/2022 "Amendment to the Intergovernmental Agreement and Master Lease between the City of Phoenix and Arizona State University (Ordinance S-48735)" welfare
6/15/2022 "Statewide Heavy-Duty Equipment and Accessories - COOP 22-099 - Request for Award (Ordinance S-48734)" economy
6/15/2022 "Intergovernmental Agreements with Maricopa County Animal Care and Control Services (Ordinance S-48733)" welfare
6/15/2022 "Water Main Replacement Program Plumbing - 2-Step Job Order Contracting Services - 4108JOC205 (Ordinance S-48732)" infrastructure
6/15/2022 "Kiewit Infrastructure West Co." infrastructure
6/15/2022 "Interactive Digital Kiosks Revenue Contract - Request for Award - RFP 63-2213 (Ordinance S-48731)" economy
6/15/2022 "Protocol Gateways Contract - Request for Award - IFB-2122-WPC-338 (Ordinance S-48730)" welfare
6/15/2022 "Acquisition of an Easement from Arizona State Land Department for the Sewer Odor Project Along North 40th Street, South of Mayo Boulevard (Ordinance S-48729)" infrastructure
6/15/2022 "Authorization to Lease Real Property at 9015 N. 3rd St. from Neighborhood Outreach Access to Health (Ordinance S-48728)" welfare
6/15/2022 "Negative Offset Median Improvements - Design-Bid-Build Services - ST89340585 (Ordinance S-48727)" economy
6/15/2022 "Approval to Enter into Agreements with Various School Districts for Funding of School Resource Officers (Ordinance S-48726)" welfare
6/15/2022 "Air Service Development Consulting Services (Ordinance S-48725)" infrastructure
6/15/2022 "Vehicle Graphics Supply and Installation - Contract Recommendation (Ordinance S-48724)" infrastructure
6/15/2022 "Vehicle Detection Sensor Loops for Efficient Timing of Lights at Intersections - IFB 19-027 - Amendment (Ordinance S-48723)" infrastructure
6/15/2022 "State Route 85 Landfill Excavation - Construction Manager at Risk Services - PW16810006-3 (Ordinance S-48722)" infrastructure
6/15/2022 "Abandonment of Easement - ABND 210053 - North Tatum Boulevard and East Cactus Road (Resolution 22032)" infrastructure
6/15/2022 "FuelMaster Fuel Management System - Maintenance and Support Contract (Ordinance S-48721)" infrastructure
6/15/2022 "Adoption of the Final 2022-23 Reappropriated Funds Budget (Ordinance S-48720)" infrastructure
6/15/2022 "Adoption of the Final 2022-23 Operating Funds Budget (Ordinance S-48719)" welfare
6/15/2022 "Convening of Special Meeting of the City Council" government
6/15/2022 "Public Hearing on Proposed Property Tax Levy, Truth in Taxation and Adoption of the Final 2022-23 Annual Budget" economy
6/15/2022 "Amend Ordinance S-47662 Adopting the 2021-22 Final Reappropriation Budget (Ordinance S-48718)" infrastructure
6/15/2022 "Amend Ordinance S-47661 Adopting the 2021-22 Annual Budget for Operating Funds (Ordinance S-48717)" welfare
6/15/2022 "Telephone Support for SCADA - Amendment (Ordinance S-48716)" welfare
6/15/2022 "Water Treatment Plants Job Order Contract - Engineering Support Services - WS85400001 and WS85230054 (Ordinance S-48715)" infrastructure
6/15/2022 "Water Facilities General Construction - Job Order Contracting Services - 4108JOC202 (Ordinance S-48714)" infrastructure
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "2022 State Legislative Report" government
"Not Available" "Consideration of Citizen Petition Related to Two Special Public Engagements - Lewis" law
"Not Available" "Vision Zero - Road Safety Action Plan Update" infrastructure
"Not Available" "Update on Supply Shortages in the Colorado River" infrastructure
6/15/2022 "Idemia Identity & Security USA LLC Facility Lease at Phoenix Sky Harbor International Airport" welfare
"Not Available" "Consideration of Citizen Petition Related to Production of Documents - DiCarlo" law
"Not Available" "Freeway Program Update" infrastructure
6/15/2022 "Amend City Code - Section 36-158, Schedule I, Local Speed Limits at 27 Locations" infrastructure
"Not Available" "Metro, Regional Public Transportation Authority and Maricopa Association of Governments Meetings" infrastructure
"Not Available" "Citizens Transportation Commission Meetings" infrastructure
"Not Available" "American Rescue Plan Act Second Tranche Strategic Plan" "foreign policy"
6/7/2022 "2023 General Obligation Bond Program Development and Report of the Fiscal Capacity Committee" government
6/7/2022 "For Transmittal, Minutes of the Policy Session on May 17, 2022" infrastructure
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "2022 State Legislative Update" government
"Not Available" "Citizen Information Request - Champion" law
"Not Available" "(Continued From May 11, 2022)- Item Going to June 15, 2022 Formal Council Meeting  - Neighborhood Block Watch Oversight Committee's Recommendations for the 2022 Grant Program Awards" welfare
"Not Available" "City of Phoenix and Arizona State University Police Response to Calls-for-Service Project" law
"Not Available" "Phoenix Police Department Advanced Less Lethal Response Program" welfare
6/8/2022 "Mayor and Council Appointments to Boards and Commissions" government
"Not Available" "Intergovernmental Agreement with Arizona Department of Health Services for Immunization Services (Ordinance S-48712)" welfare
6/1/2022 "Swearing in of Municipal Court Judges" law
6/1/2022 "Agreement with Arizona Department of Transportation to Define Maintenance and Operation Responsibilities for the Installation of Conduit for the City’s Intelligent Transportation System, Sleeves for Water and Sewer Future Service Lines, and Coordination of Traffic Signals at 51st and 43rd Avenues on State Route 303 Loop (Ordinance S-48711)" infrastructure
"Not Available" "Final Plat - Elevate on Central - PLAT 200609 - Northwest Corner of South Mountain Avenue and Central Avenue" infrastructure
"Not Available" "(CONTINUED FROM MAY 11, 2022) - Public Hearing - Certificate of Appropriateness - Appeal of Historic Preservation Commission's Decision on Certificate of Appropriateness Application HPCA 2100392 - 2215 N. 9th St. in the Coronado Historic District" infrastructure
"Not Available" "Adoption of the Tentative 2022-23 Capital Funds Budget (Ordinance S-48710)" welfare
"Not Available" "Adoption of the 2022-27 Capital Improvement Program (Resolution 22031)" infrastructure
"Not Available" "Public Hearing on the 2022-27 Capital Improvement Program" infrastructure
6/1/2022 "Freeway (Right-of-Way) Landscape Maintenance - 2-Step Job Order Contracting Services - 4108JOC206 (Ordinance S-48709)" infrastructure
6/1/2022 "Jurisdictional Bus Service Revenue Agreements - Amendments (Ordinance S-48708)" infrastructure
6/1/2022 "Agreement Amendment with Regional Public Transportation Authority for Purchase of Fixed Route Transit Service for Fiscal Year 2022-23 (Ordinance S-48707)" infrastructure
6/1/2022 "Final Plat - Aster Ridge - PLAT 220010 - North of Anthem Way and East of 43rd Avenue" welfare
6/1/2022 "Public Hearing and Ordinance Adoption - Rezoning Application Z-77-21-7 - Southeast Corner of 75th Avenue and Broadway Road (Ordinance G-6994)" welfare
6/1/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-40-21-7 - Approximately 1,400 Feet South of the Southeast Corner of 69th Avenue and Van Buren Street (Ordinance G-6990)" infrastructure
6/1/2022 "Request to Accept Local Utility Assistance Funding from the Arizona Community Action Association (Ordinance S-48706)" welfare
"Not Available" "Amend City Contract 131850-MPA with Jefferson Street Signage District, LLC (Ordinance S-48705)" infrastructure
6/1/2022 "Extension of Operation, Administration of City Prosecutor's Office Prostitution Diversion Program (Ordinance S-48704)" law
6/1/2022 "Xtreme Stitch Embroidery and Sports Clothing Design, LLC" government
6/1/2022 "Gas Pipeline License with Santa Fe Pacific Partners Limited Partnership Kinder Morgan (Ordinance S-48703)" infrastructure
6/1/2022 "Off the X, Inc." government
6/1/2022 "City of Goodyear - Water Utility Payments" infrastructure
6/1/2022 "Farber Specialty Vehicles Inc. Contract - EXC 22-086 Request for Award (Ordinance S-48702)" economy
6/1/2022 "Authorization to Enter into Agreement with Enel X North America, Inc. and Enroll in the Salt River Project Business Demand Program (Ordinance S-48701)" infrastructure
6/1/2022 "Public Hearing - Amend the Desert Character Overlay District - Ordinance Adoption - Z-TA-5-18-2 (Ordinance G-6993)" infrastructure
6/1/2022 "Public Hearing and Ordinance Adoption - Rezoning Application Z-75-18-2 - South of Sonoran Desert Drive between the 16th Street and 32nd Street Alignments (Ordinance G-6992)" infrastructure
6/1/2022 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-DSTV-1-18-2 - Southwest Corner of the 24th Street Alignment and Sonoran Desert Drive (Resolution 22030)" government
6/1/2022 "Public Hearing and Ordinance Adoption - Rezoning Application Z-62-18-2 (Verdin PUD) - Southwest corner of the 24th Street Alignment and Sonoran Desert Drive (Ordinance G-6991)" welfare
6/1/2022 "Loomacres, Inc. doing business as Loomacres Wildlife Management" economy
6/1/2022 "Final Plat - Isola at 202 & Elliot - PLAT 210110 - Northeast Corner of 59th Avenue and Elliot Road" infrastructure
6/1/2022 "Final Plat - 35th Avenue and Thunderbird Road - PLAT 210101 - Northeast Corner of 35th Avenue and Thunderbird Road" infrastructure
6/1/2022 "Amend Ordinance - Redevelopment and Purchase Agreement with Metrowest Development, LLC (Ordinance S-48700)" infrastructure
